compound,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,feat_14,feat_15,feat_16,feat_17,feat_18,feat_19,feat_20,feat_21,feat_22,feat_23,feat_24,feat_25,feat_26,feat_27,feat_28,feat_29,label
Co3O4,81.0,176.7996,3.7800000000000002,4.5600000000000005,5.76,20.1,23.643,51.239999999999995,1.98,5.64,21.0,27.0,26.700000000000003,51.0,300.0,32.0,63.9976,2.64,1.92,6.08,56.0,54.472,140.468,5.84,13.76,16.0,24.0,0.005716,50,1.33
Co3O4,81.0,176.7996,3.7800000000000002,4.5600000000000005,5.76,20.1,23.643,51.239999999999995,1.98,5.64,21.0,27.0,26.700000000000003,51.0,300.0,32.0,63.9976,2.64,1.92,6.08,56.0,54.472,140.468,5.84,13.76,16.0,24.0,0.005716,100,1.45
Co3O4,81.0,176.7996,3.7800000000000002,4.5600000000000005,5.76,20.1,23.643,51.239999999999995,1.98,5.64,21.0,27.0,26.700000000000003,51.0,300.0,32.0,63.9976,2.64,1.92,6.08,56.0,54.472,140.468,5.84,13.76,16.0,24.0,0.005716,200,1.58
Co3O4,81.0,176.7996,3.7800000000000002,4.5600000000000005,5.76,20.1,23.643,51.239999999999995,1.98,5.64,21.0,27.0,26.700000000000003,51.0,300.0,32.0,63.9976,2.64,1.92,6.08,56.0,54.472,140.468,5.84,13.76,16.0,24.0,0.005716,300,1.65
Co3O4,81.0,176.7996,3.7800000000000002,4.5600000000000005,5.76,20.1,23.643,51.239999999999995,1.98,5.64,21.0,27.0,26.700000000000003,51.0,300.0,32.0,63.9976,2.64,1.92,6.08,56.0,54.472,140.468,5.84,13.76,16.0,24.0,0.005716,400,1.7
Co3O4,81.0,176.7996,3.7800000000000002,4.5600000000000005,5.76,20.1,23.643,51.239999999999995,1.98,5.64,21.0,27.0,26.700000000000003,51.0,300.0,32.0,63.9976,2.64,1.92,6.08,56.0,54.472,140.468,5.84,13.76,16.0,24.0,0.005716,500,1.75
Cr0.3Co2.7O4,80.10000000000001,174.71844000000002,3.819,4.602,5.751,20.259000000000004,23.3088,50.9724,1.9818000000000002,5.574,20.1,26.1,26.187,48.27,298.2,32.0,63.9976,2.64,1.92,6.08,56.0,54.472,140.468,5.84,13.76,16.0,24.0,0.005716,50,1.24
Cr0.3Co2.7O4,80.10000000000001,174.71844000000002,3.819,4.602,5.751,20.259000000000004,23.3088,50.9724,1.9818000000000002,5.574,20.1,26.1,26.187,48.27,298.2,32.0,63.9976,2.64,1.92,6.08,56.0,54.472,140.468,5.84,13.76,16.0,24.0,0.005716,100,1.39
Cr0.3Co2.7O4,80.10000000000001,174.71844000000002,3.819,4.602,5.751,20.259000000000004,23.3088,50.9724,1.9818000000000002,5.574,20.1,26.1,26.187,48.27,298.2,32.0,63.9976,2.64,1.92,6.08,56.0,54.472,140.468,5.84,13.76,16.0,24.0,0.005716,200,1.55
Cr0.3Co2.7O4,80.10000000000001,174.71844000000002,3.819,4.602,5.751,20.259000000000004,23.3088,50.9724,1.9818000000000002,5.574,20.1,26.1,26.187,48.27,298.2,32.0,63.9976,2.64,1.92,6.08,56.0,54.472,140.468,5.84,13.76,16.0,24.0,0.005716,300,1.66
Cr0.3Co2.7O4,80.10000000000001,174.71844000000002,3.819,4.602,5.751,20.259000000000004,23.3088,50.9724,1.9818000000000002,5.574,20.1,26.1,26.187,48.27,298.2,32.0,63.9976,2.64,1.92,6.08,56.0,54.472,140.468,5.84,13.76,16.0,24.0,0.005716,400,1.75
Cr0.3Co2.7O4,80.10000000000001,174.71844000000002,3.819,4.602,5.751,20.259000000000004,23.3088,50.9724,1.9818000000000002,5.574,20.1,26.1,26.187,48.27,298.2,32.0,63.9976,2.64,1.92,6.08,56.0,54.472,140.468,5.84,13.76,16.0,24.0,0.005716,500,1.82
Mn0.3Co2.7O4,80.4,175.60104,3.819,4.587,5.775,20.310000000000002,23.5089,51.24,1.7820000000000003,5.5409999999999995,20.400000000000002,26.400000000000002,26.271,46.086000000000006,272.34,32.0,63.9976,2.64,1.92,6.08,56.0,54.472,140.468,5.84,13.76,16.0,24.0,0.005716,50,1.23
Mn0.3Co2.7O4,80.4,175.60104,3.819,4.587,5.775,20.310000000000002,23.5089,51.24,1.7820000000000003,5.5409999999999995,20.400000000000002,26.400000000000002,26.271,46.086000000000006,272.34,32.0,63.9976,2.64,1.92,6.08,56.0,54.472,140.468,5.84,13.76,16.0,24.0,0.005716,100,1.34
Mn0.3Co2.7O4,80.4,175.60104,3.819,4.587,5.775,20.310000000000002,23.5089,51.24,1.7820000000000003,5.5409999999999995,20.400000000000002,26.400000000000002,26.271,46.086000000000006,272.34,32.0,63.9976,2.64,1.92,6.08,56.0,54.472,140.468,5.84,13.76,16.0,24.0,0.005716,200,1.51
Mn0.3Co2.7O4,80.4,175.60104,3.819,4.587,5.775,20.310000000000002,23.5089,51.24,1.7820000000000003,5.5409999999999995,20.400000000000002,26.400000000000002,26.271,46.086000000000006,272.34,32.0,63.9976,2.64,1.92,6.08,56.0,54.472,140.468,5.84,13.76,16.0,24.0,0.005716,300,1.61
Mn0.3Co2.7O4,80.4,175.60104,3.819,4.587,5.775,20.310000000000002,23.5089,51.24,1.7820000000000003,5.5409999999999995,20.400000000000002,26.400000000000002,26.271,46.086000000000006,272.34,32.0,63.9976,2.64,1.92,6.08,56.0,54.472,140.468,5.84,13.76,16.0,24.0,0.005716,400,1.68
Mn0.3Co2.7O4,80.4,175.60104,3.819,4.587,5.775,20.310000000000002,23.5089,51.24,1.7820000000000003,5.5409999999999995,20.400000000000002,26.400000000000002,26.271,46.086000000000006,272.34,32.0,63.9976,2.64,1.92,6.08,56.0,54.472,140.468,5.84,13.76,16.0,24.0,0.005716,500,1.74
Mn0.6Co2.4O4,79.8,174.40247999999997,3.858,4.614,5.789999999999999,20.52,23.3748,51.239999999999995,1.584,5.441999999999999,19.8,25.799999999999997,25.842,41.172,244.68,32.0,63.9976,2.64,1.92,6.08,56.0,54.472,140.468,5.84,13.76,16.0,24.0,0.005716,50,1.17
Mn0.6Co2.4O4,79.8,174.40247999999997,3.858,4.614,5.789999999999999,20.52,23.3748,51.239999999999995,1.584,5.441999999999999,19.8,25.799999999999997,25.842,41.172,244.68,32.0,63.9976,2.64,1.92,6.08,56.0,54.472,140.468,5.84,13.76,16.0,24.0,0.005716,100,1.35
Mn0.6Co2.4O4,79.8,174.40247999999997,3.858,4.614,5.789999999999999,20.52,23.3748,51.239999999999995,1.584,5.441999999999999,19.8,25.799999999999997,25.842,41.172,244.68,32.0,63.9976,2.64,1.92,6.08,56.0,54.472,140.468,5.84,13.76,16.0,24.0,0.005716,200,1.5
Mn0.6Co2.4O4,79.8,174.40247999999997,3.858,4.614,5.789999999999999,20.52,23.3748,51.239999999999995,1.584,5.441999999999999,19.8,25.799999999999997,25.842,41.172,244.68,32.0,63.9976,2.64,1.92,6.08,56.0,54.472,140.468,5.84,13.76,16.0,24.0,0.005716,300,1.57
Mn0.6Co2.4O4,79.8,174.40247999999997,3.858,4.614,5.789999999999999,20.52,23.3748,51.239999999999995,1.584,5.441999999999999,19.8,25.799999999999997,25.842,41.172,244.68,32.0,63.9976,2.64,1.92,6.08,56.0,54.472,140.468,5.84,13.76,16.0,24.0,0.005716,400,1.64
Mn0.6Co2.4O4,79.8,174.40247999999997,3.858,4.614,5.789999999999999,20.52,23.3748,51.239999999999995,1.584,5.441999999999999,19.8,25.799999999999997,25.842,41.172,244.68,32.0,63.9976,2.64,1.92,6.08,56.0,54.472,140.468,5.84,13.76,16.0,24.0,0.005716,500,1.69
Mn1.5Co1.5O4,78.0,170.8068,3.975,4.695,5.835,21.150000000000002,22.9725,51.239999999999995,0.99,5.145,18.0,24.0,24.555,26.43,161.7,32.0,63.9976,2.64,1.92,6.08,56.0,54.472,140.468,5.84,13.76,16.0,24.0,0.005716,50,1.12
Mn1.5Co1.5O4,78.0,170.8068,3.975,4.695,5.835,21.150000000000002,22.9725,51.239999999999995,0.99,5.145,18.0,24.0,24.555,26.43,161.7,32.0,63.9976,2.64,1.92,6.08,56.0,54.472,140.468,5.84,13.76,16.0,24.0,0.005716,100,1.29
Mn1.5Co1.5O4,78.0,170.8068,3.975,4.695,5.835,21.150000000000002,22.9725,51.239999999999995,0.99,5.145,18.0,24.0,24.555,26.43,161.7,32.0,63.9976,2.64,1.92,6.08,56.0,54.472,140.468,5.84,13.76,16.0,24.0,0.005716,200,1.44
Mn1.5Co1.5O4,78.0,170.8068,3.975,4.695,5.835,21.150000000000002,22.9725,51.239999999999995,0.99,5.145,18.0,24.0,24.555,26.43,161.7,32.0,63.9976,2.64,1.92,6.08,56.0,54.472,140.468,5.84,13.76,16.0,24.0,0.005716,300,1.54
Mn1.5Co1.5O4,78.0,170.8068,3.975,4.695,5.835,21.150000000000002,22.9725,51.239999999999995,0.99,5.145,18.0,24.0,24.555,26.43,161.7,32.0,63.9976,2.64,1.92,6.08,56.0,54.472,140.468,5.84,13.76,16.0,24.0,0.005716,400,1.61
Mn1.5Co1.5O4,78.0,170.8068,3.975,4.695,5.835,21.150000000000002,22.9725,51.239999999999995,0.99,5.145,18.0,24.0,24.555,26.43,161.7,32.0,63.9976,2.64,1.92,6.08,56.0,54.472,140.468,5.84,13.76,16.0,24.0,0.005716,500,1.66
Ni0.3Co2.7O4,81.30000000000001,176.72964000000002,3.774,4.551,5.673,20.067000000000004,23.570700000000002,51.5667,2.1300000000000003,5.648999999999999,21.3,27.3,26.7009,50.10000000000001,297.3,32.0,63.9976,2.64,1.92,6.08,56.0,54.472,140.468,5.84,13.76,16.0,24.0,0.005716,50,1.22
Ni0.3Co2.7O4,81.30000000000001,176.72964000000002,3.774,4.551,5.673,20.067000000000004,23.570700000000002,51.5667,2.1300000000000003,5.648999999999999,21.3,27.3,26.7009,50.10000000000001,297.3,32.0,63.9976,2.64,1.92,6.08,56.0,54.472,140.468,5.84,13.76,16.0,24.0,0.005716,100,1.34
Ni0.3Co2.7O4,81.30000000000001,176.72964000000002,3.774,4.551,5.673,20.067000000000004,23.570700000000002,51.5667,2.1300000000000003,5.648999999999999,21.3,27.3,26.7009,50.10000000000001,297.3,32.0,63.9976,2.64,1.92,6.08,56.0,54.472,140.468,5.84,13.76,16.0,24.0,0.005716,200,1.54
Ni0.3Co2.7O4,81.30000000000001,176.72964000000002,3.774,4.551,5.673,20.067000000000004,23.570700000000002,51.5667,2.1300000000000003,5.648999999999999,21.3,27.3,26.7009,50.10000000000001,297.3,32.0,63.9976,2.64,1.92,6.08,56.0,54.472,140.468,5.84,13.76,16.0,24.0,0.005716,300,1.64
Ni0.3Co2.7O4,81.30000000000001,176.72964000000002,3.774,4.551,5.673,20.067000000000004,23.570700000000002,51.5667,2.1300000000000003,5.648999999999999,21.3,27.3,26.7009,50.10000000000001,297.3,32.0,63.9976,2.64,1.92,6.08,56.0,54.472,140.468,5.84,13.76,16.0,24.0,0.005716,400,1.7
Ni0.3Co2.7O4,81.30000000000001,176.72964000000002,3.774,4.551,5.673,20.067000000000004,23.570700000000002,51.5667,2.1300000000000003,5.648999999999999,21.3,27.3,26.7009,50.10000000000001,297.3,32.0,63.9976,2.64,1.92,6.08,56.0,54.472,140.468,5.84,13.76,16.0,24.0,0.005716,500,1.74
Ni0.6Co2.4O4,81.6,176.65967999999998,3.768,4.542,5.585999999999999,20.034,23.4984,51.8934,2.2800000000000002,5.6579999999999995,21.6,27.599999999999998,26.7018,49.199999999999996,294.6,32.0,63.9976,2.64,1.92,6.08,56.0,54.472,140.468,5.84,13.76,16.0,24.0,0.005716,50,1.38
Ni0.6Co2.4O4,81.6,176.65967999999998,3.768,4.542,5.585999999999999,20.034,23.4984,51.8934,2.2800000000000002,5.6579999999999995,21.6,27.599999999999998,26.7018,49.199999999999996,294.6,32.0,63.9976,2.64,1.92,6.08,56.0,54.472,140.468,5.84,13.76,16.0,24.0,0.005716,100,1.48
Ni0.6Co2.4O4,81.6,176.65967999999998,3.768,4.542,5.585999999999999,20.034,23.4984,51.8934,2.2800000000000002,5.6579999999999995,21.6,27.599999999999998,26.7018,49.199999999999996,294.6,32.0,63.9976,2.64,1.92,6.08,56.0,54.472,140.468,5.84,13.76,16.0,24.0,0.005716,200,1.62
Ni0.6Co2.4O4,81.6,176.65967999999998,3.768,4.542,5.585999999999999,20.034,23.4984,51.8934,2.2800000000000002,5.6579999999999995,21.6,27.599999999999998,26.7018,49.199999999999996,294.6,32.0,63.9976,2.64,1.92,6.08,56.0,54.472,140.468,5.84,13.76,16.0,24.0,0.005716,300,1.69
Ni0.6Co2.4O4,81.6,176.65967999999998,3.768,4.542,5.585999999999999,20.034,23.4984,51.8934,2.2800000000000002,5.6579999999999995,21.6,27.599999999999998,26.7018,49.199999999999996,294.6,32.0,63.9976,2.64,1.92,6.08,56.0,54.472,140.468,5.84,13.76,16.0,24.0,0.005716,400,1.74
Ni0.6Co2.4O4,81.6,176.65967999999998,3.768,4.542,5.585999999999999,20.034,23.4984,51.8934,2.2800000000000002,5.6579999999999995,21.6,27.599999999999998,26.7018,49.199999999999996,294.6,32.0,63.9976,2.64,1.92,6.08,56.0,54.472,140.468,5.84,13.76,16.0,24.0,0.005716,500,1.79
CoO,27.0,58.9332,1.26,1.52,1.92,6.7,7.881,17.08,0.66,1.88,7.0,9.0,8.9,17.0,100.0,8.0,15.9994,0.66,0.48,1.52,14.0,13.618,35.117,1.46,3.44,4.0,6.0,0.001429,50,1.36
CoO,27.0,58.9332,1.26,1.52,1.92,6.7,7.881,17.08,0.66,1.88,7.0,9.0,8.9,17.0,100.0,8.0,15.9994,0.66,0.48,1.52,14.0,13.618,35.117,1.46,3.44,4.0,6.0,0.001429,100,1.5
CoO,27.0,58.9332,1.26,1.52,1.92,6.7,7.881,17.08,0.66,1.88,7.0,9.0,8.9,17.0,100.0,8.0,15.9994,0.66,0.48,1.52,14.0,13.618,35.117,1.46,3.44,4.0,6.0,0.001429,200,1.61
CoO,27.0,58.9332,1.26,1.52,1.92,6.7,7.881,17.08,0.66,1.88,7.0,9.0,8.9,17.0,100.0,8.0,15.9994,0.66,0.48,1.52,14.0,13.618,35.117,1.46,3.44,4.0,6.0,0.001429,300,1.7
CoO,27.0,58.9332,1.26,1.52,1.92,6.7,7.881,17.08,0.66,1.88,7.0,9.0,8.9,17.0,100.0,8.0,15.9994,0.66,0.48,1.52,14.0,13.618,35.117,1.46,3.44,4.0,6.0,0.001429,400,1.78
CoO,27.0,58.9332,1.26,1.52,1.92,6.7,7.881,17.08,0.66,1.88,7.0,9.0,8.9,17.0,100.0,8.0,15.9994,0.66,0.48,1.52,14.0,13.618,35.117,1.46,3.44,4.0,6.0,0.001429,500,1.84
Mn0.1Co0.9O,26.8,58.533680000000004,1.2730000000000001,1.5290000000000001,1.925,6.7700000000000005,7.8363000000000005,17.08,0.5940000000000001,1.847,6.8,8.799999999999999,8.757,15.362,90.78,8.0,15.9994,0.66,0.48,1.52,14.0,13.618,35.117,1.46,3.44,4.0,6.0,0.001429,50,1.31
Mn0.1Co0.9O,26.8,58.533680000000004,1.2730000000000001,1.5290000000000001,1.925,6.7700000000000005,7.8363000000000005,17.08,0.5940000000000001,1.847,6.8,8.799999999999999,8.757,15.362,90.78,8.0,15.9994,0.66,0.48,1.52,14.0,13.618,35.117,1.46,3.44,4.0,6.0,0.001429,100,1.42
Mn0.1Co0.9O,26.8,58.533680000000004,1.2730000000000001,1.5290000000000001,1.925,6.7700000000000005,7.8363000000000005,17.08,0.5940000000000001,1.847,6.8,8.799999999999999,8.757,15.362,90.78,8.0,15.9994,0.66,0.48,1.52,14.0,13.618,35.117,1.46,3.44,4.0,6.0,0.001429,200,1.52
Mn0.1Co0.9O,26.8,58.533680000000004,1.2730000000000001,1.5290000000000001,1.925,6.7700000000000005,7.8363000000000005,17.08,0.5940000000000001,1.847,6.8,8.799999999999999,8.757,15.362,90.78,8.0,15.9994,0.66,0.48,1.52,14.0,13.618,35.117,1.46,3.44,4.0,6.0,0.001429,300,1.58
Mn0.1Co0.9O,26.8,58.533680000000004,1.2730000000000001,1.5290000000000001,1.925,6.7700000000000005,7.8363000000000005,17.08,0.5940000000000001,1.847,6.8,8.799999999999999,8.757,15.362,90.78,8.0,15.9994,0.66,0.48,1.52,14.0,13.618,35.117,1.46,3.44,4.0,6.0,0.001429,400,1.63
Mn0.1Co0.9O,26.8,58.533680000000004,1.2730000000000001,1.5290000000000001,1.925,6.7700000000000005,7.8363000000000005,17.08,0.5940000000000001,1.847,6.8,8.799999999999999,8.757,15.362,90.78,8.0,15.9994,0.66,0.48,1.52,14.0,13.618,35.117,1.46,3.44,4.0,6.0,0.001429,500,1.67
Mn0.2Co0.8O,26.6,58.13416,1.286,1.5380000000000003,1.9300000000000002,6.840000000000001,7.791600000000001,17.08,0.528,1.814,6.6000000000000005,8.6,8.614,13.724000000000002,81.56,8.0,15.9994,0.66,0.48,1.52,14.0,13.618,35.117,1.46,3.44,4.0,6.0,0.001429,50,1.36
Mn0.2Co0.8O,26.6,58.13416,1.286,1.5380000000000003,1.9300000000000002,6.840000000000001,7.791600000000001,17.08,0.528,1.814,6.6000000000000005,8.6,8.614,13.724000000000002,81.56,8.0,15.9994,0.66,0.48,1.52,14.0,13.618,35.117,1.46,3.44,4.0,6.0,0.001429,100,1.47
Mn0.2Co0.8O,26.6,58.13416,1.286,1.5380000000000003,1.9300000000000002,6.840000000000001,7.791600000000001,17.08,0.528,1.814,6.6000000000000005,8.6,8.614,13.724000000000002,81.56,8.0,15.9994,0.66,0.48,1.52,14.0,13.618,35.117,1.46,3.44,4.0,6.0,0.001429,200,1.58
Mn0.2Co0.8O,26.6,58.13416,1.286,1.5380000000000003,1.9300000000000002,6.840000000000001,7.791600000000001,17.08,0.528,1.814,6.6000000000000005,8.6,8.614,13.724000000000002,81.56,8.0,15.9994,0.66,0.48,1.52,14.0,13.618,35.117,1.46,3.44,4.0,6.0,0.001429,300,1.66
Mn0.2Co0.8O,26.6,58.13416,1.286,1.5380000000000003,1.9300000000000002,6.840000000000001,7.791600000000001,17.08,0.528,1.814,6.6000000000000005,8.6,8.614,13.724000000000002,81.56,8.0,15.9994,0.66,0.48,1.52,14.0,13.618,35.117,1.46,3.44,4.0,6.0,0.001429,400,1.71
Mn0.2Co0.8O,26.6,58.13416,1.286,1.5380000000000003,1.9300000000000002,6.840000000000001,7.791600000000001,17.08,0.528,1.814,6.6000000000000005,8.6,8.614,13.724000000000002,81.56,8.0,15.9994,0.66,0.48,1.52,14.0,13.618,35.117,1.46,3.44,4.0,6.0,0.001429,500,1.77
Mn0.5Co0.5O,26.0,56.9356,1.325,1.565,1.9449999999999998,7.050000000000001,7.657500000000001,17.08,0.33,1.7149999999999999,6.0,8.0,8.185,8.81,53.9,8.0,15.9994,0.66,0.48,1.52,14.0,13.618,35.117,1.46,3.44,4.0,6.0,0.001429,50,1.31
Mn0.5Co0.5O,26.0,56.9356,1.325,1.565,1.9449999999999998,7.050000000000001,7.657500000000001,17.08,0.33,1.7149999999999999,6.0,8.0,8.185,8.81,53.9,8.0,15.9994,0.66,0.48,1.52,14.0,13.618,35.117,1.46,3.44,4.0,6.0,0.001429,100,1.42
Mn0.5Co0.5O,26.0,56.9356,1.325,1.565,1.9449999999999998,7.050000000000001,7.657500000000001,17.08,0.33,1.7149999999999999,6.0,8.0,8.185,8.81,53.9,8.0,15.9994,0.66,0.48,1.52,14.0,13.618,35.117,1.46,3.44,4.0,6.0,0.001429,200,1.54
Mn0.5Co0.5O,26.0,56.9356,1.325,1.565,1.9449999999999998,7.050000000000001,7.657500000000001,17.08,0.33,1.7149999999999999,6.0,8.0,8.185,8.81,53.9,8.0,15.9994,0.66,0.48,1.52,14.0,13.618,35.117,1.46,3.44,4.0,6.0,0.001429,300,1.64
Mn0.5Co0.5O,26.0,56.9356,1.325,1.565,1.9449999999999998,7.050000000000001,7.657500000000001,17.08,0.33,1.7149999999999999,6.0,8.0,8.185,8.81,53.9,8.0,15.9994,0.66,0.48,1.52,14.0,13.618,35.117,1.46,3.44,4.0,6.0,0.001429,400,1.72
Mn0.5Co0.5O,26.0,56.9356,1.325,1.565,1.9449999999999998,7.050000000000001,7.657500000000001,17.08,0.33,1.7149999999999999,6.0,8.0,8.185,8.81,53.9,8.0,15.9994,0.66,0.48,1.52,14.0,13.618,35.117,1.46,3.44,4.0,6.0,0.001429,500,1.79
Ni0.1Co0.9O,27.1,58.90988,1.258,1.5170000000000001,1.891,6.689,7.8569,17.188899999999997,0.7100000000000001,1.883,7.1,9.1,8.9003,16.7,99.1,8.0,15.9994,0.66,0.48,1.52,14.0,13.618,35.117,1.46,3.44,4.0,6.0,0.001429,50,1.27
Ni0.1Co0.9O,27.1,58.90988,1.258,1.5170000000000001,1.891,6.689,7.8569,17.188899999999997,0.7100000000000001,1.883,7.1,9.1,8.9003,16.7,99.1,8.0,15.9994,0.66,0.48,1.52,14.0,13.618,35.117,1.46,3.44,4.0,6.0,0.001429,100,1.4
Ni0.1Co0.9O,27.1,58.90988,1.258,1.5170000000000001,1.891,6.689,7.8569,17.188899999999997,0.7100000000000001,1.883,7.1,9.1,8.9003,16.7,99.1,8.0,15.9994,0.66,0.48,1.52,14.0,13.618,35.117,1.46,3.44,4.0,6.0,0.001429,200,1.52
Ni0.1Co0.9O,27.1,58.90988,1.258,1.5170000000000001,1.891,6.689,7.8569,17.188899999999997,0.7100000000000001,1.883,7.1,9.1,8.9003,16.7,99.1,8.0,15.9994,0.66,0.48,1.52,14.0,13.618,35.117,1.46,3.44,4.0,6.0,0.001429,300,1.59
Ni0.1Co0.9O,27.1,58.90988,1.258,1.5170000000000001,1.891,6.689,7.8569,17.188899999999997,0.7100000000000001,1.883,7.1,9.1,8.9003,16.7,99.1,8.0,15.9994,0.66,0.48,1.52,14.0,13.618,35.117,1.46,3.44,4.0,6.0,0.001429,400,1.64
Ni0.1Co0.9O,27.1,58.90988,1.258,1.5170000000000001,1.891,6.689,7.8569,17.188899999999997,0.7100000000000001,1.883,7.1,9.1,8.9003,16.7,99.1,8.0,15.9994,0.66,0.48,1.52,14.0,13.618,35.117,1.46,3.44,4.0,6.0,0.001429,500,1.69
Ni0.2Co0.8O,27.200000000000003,58.88656,1.256,1.5140000000000002,1.862,6.678000000000001,7.832800000000001,17.2978,0.76,1.8860000000000001,7.200000000000001,9.2,8.9006,16.400000000000002,98.2,8.0,15.9994,0.66,0.48,1.52,14.0,13.618,35.117,1.46,3.44,4.0,6.0,0.001429,50,1.25
Ni0.2Co0.8O,27.200000000000003,58.88656,1.256,1.5140000000000002,1.862,6.678000000000001,7.832800000000001,17.2978,0.76,1.8860000000000001,7.200000000000001,9.2,8.9006,16.400000000000002,98.2,8.0,15.9994,0.66,0.48,1.52,14.0,13.618,35.117,1.46,3.44,4.0,6.0,0.001429,100,1.38
Ni0.2Co0.8O,27.200000000000003,58.88656,1.256,1.5140000000000002,1.862,6.678000000000001,7.832800000000001,17.2978,0.76,1.8860000000000001,7.200000000000001,9.2,8.9006,16.400000000000002,98.2,8.0,15.9994,0.66,0.48,1.52,14.0,13.618,35.117,1.46,3.44,4.0,6.0,0.001429,200,1.46
Ni0.2Co0.8O,27.200000000000003,58.88656,1.256,1.5140000000000002,1.862,6.678000000000001,7.832800000000001,17.2978,0.76,1.8860000000000001,7.200000000000001,9.2,8.9006,16.400000000000002,98.2,8.0,15.9994,0.66,0.48,1.52,14.0,13.618,35.117,1.46,3.44,4.0,6.0,0.001429,300,1.51
Ni0.2Co0.8O,27.200000000000003,58.88656,1.256,1.5140000000000002,1.862,6.678000000000001,7.832800000000001,17.2978,0.76,1.8860000000000001,7.200000000000001,9.2,8.9006,16.400000000000002,98.2,8.0,15.9994,0.66,0.48,1.52,14.0,13.618,35.117,1.46,3.44,4.0,6.0,0.001429,400,1.55
Ni0.2Co0.8O,27.200000000000003,58.88656,1.256,1.5140000000000002,1.862,6.678000000000001,7.832800000000001,17.2978,0.76,1.8860000000000001,7.200000000000001,9.2,8.9006,16.400000000000002,98.2,8.0,15.9994,0.66,0.48,1.52,14.0,13.618,35.117,1.46,3.44,4.0,6.0,0.001429,500,1.59
Cr0.1Co0.9O,26.700000000000003,58.23948,1.2730000000000001,1.534,1.917,6.753,7.7696000000000005,16.990799999999997,0.6606000000000001,1.8579999999999999,6.7,8.7,8.729,16.09,99.4,8.0,15.9994,0.66,0.48,1.52,14.0,13.618,35.117,1.46,3.44,4.0,6.0,0.001429,50,1.08
Cr0.1Co0.9O,26.700000000000003,58.23948,1.2730000000000001,1.534,1.917,6.753,7.7696000000000005,16.990799999999997,0.6606000000000001,1.8579999999999999,6.7,8.7,8.729,16.09,99.4,8.0,15.9994,0.66,0.48,1.52,14.0,13.618,35.117,1.46,3.44,4.0,6.0,0.001429,100,1.25
Cr0.1Co0.9O,26.700000000000003,58.23948,1.2730000000000001,1.534,1.917,6.753,7.7696000000000005,16.990799999999997,0.6606000000000001,1.8579999999999999,6.7,8.7,8.729,16.09,99.4,8.0,15.9994,0.66,0.48,1.52,14.0,13.618,35.117,1.46,3.44,4.0,6.0,0.001429,200,1.33
Cr0.1Co0.9O,26.700000000000003,58.23948,1.2730000000000001,1.534,1.917,6.753,7.7696000000000005,16.990799999999997,0.6606000000000001,1.8579999999999999,6.7,8.7,8.729,16.09,99.4,8.0,15.9994,0.66,0.48,1.52,14.0,13.618,35.117,1.46,3.44,4.0,6.0,0.001429,300,1.4
Cr0.1Co0.9O,26.700000000000003,58.23948,1.2730000000000001,1.534,1.917,6.753,7.7696000000000005,16.990799999999997,0.6606000000000001,1.8579999999999999,6.7,8.7,8.729,16.09,99.4,8.0,15.9994,0.66,0.48,1.52,14.0,13.618,35.117,1.46,3.44,4.0,6.0,0.001429,400,1.45
Cr0.1Co0.9O,26.700000000000003,58.23948,1.2730000000000001,1.534,1.917,6.753,7.7696000000000005,16.990799999999997,0.6606000000000001,1.8579999999999999,6.7,8.7,8.729,16.09,99.4,8.0,15.9994,0.66,0.48,1.52,14.0,13.618,35.117,1.46,3.44,4.0,6.0,0.001429,500,1.5
Mo3N2,126.0,287.82,4.62,5.699999999999999,6.27,28.200000000000003,21.276,48.510000000000005,2.235,6.48,15.0,18.0,30.839999999999996,60.0,417.0,14.0,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6.0,10.0,0.002502,50,0.52
Mo3N2,126.0,287.82,4.62,5.699999999999999,6.27,28.200000000000003,21.276,48.510000000000005,2.235,6.48,15.0,18.0,30.839999999999996,60.0,417.0,14.0,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6.0,10.0,0.002502,100,0.68
Mo3N2,126.0,287.82,4.62,5.699999999999999,6.27,28.200000000000003,21.276,48.510000000000005,2.235,6.48,15.0,18.0,30.839999999999996,60.0,417.0,14.0,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6.0,10.0,0.002502,200,0.94
Mo3N2,126.0,287.82,4.62,5.699999999999999,6.27,28.200000000000003,21.276,48.510000000000005,2.235,6.48,15.0,18.0,30.839999999999996,60.0,417.0,14.0,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6.0,10.0,0.002502,300,1.1
Mo3N2,126.0,287.82,4.62,5.699999999999999,6.27,28.200000000000003,21.276,48.510000000000005,2.235,6.48,15.0,18.0,30.839999999999996,60.0,417.0,14.0,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6.0,10.0,0.002502,400,1.25
